date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA3:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA1:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA3:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA1:Zone Ventilation Sensible Heat Loss Energy [J](Hourly)
2018-11-30 01:00:00,3.775,13.626630851741348,13.433071372150774,13.623247452755125,8868188.70320186,2098292.362356214,8868188.703201778
2018-11-30 02:00:00,4.074999999999998,13.443918936584073,13.231193164547394,13.439759548965288,8535182.76085173,2019500.192994941,8535182.76085161
2018-11-30 03:00:00,4.1,13.289172131512823,13.06952644122105,13.284383587204811,8507081.234534208,2012851.1218019226,8507081.234534198
2018-11-30 04:00:00,4.175000000000002,13.155759821591294,12.937034940018222,13.150472199190347,8423747.009083513,1993133.5024964917,8423747.00908355
2018-11-30 05:00:00,4.05,13.038779835995438,12.825880030172653,13.033107635821366,8562019.965502106,2025850.114430605,8562019.965502188
2018-11-30 06:00:00,3.775000000000001,12.934798996963178,12.730892165358947,12.928843301654528,8866905.136365257,2097988.6589294523,8866905.136365268
2018-11-30 07:00:00,3.55,12.832066776725767,12.648314546426306,12.824503693137023,9097272.221826617,2157121.2673121467,9094225.51734345
2018-11-30 08:00:00,3.5,13.508781078945775,13.248774331936989,13.498870522775206,10443212.248062186,2445448.995343845,10436226.996519223
2018-11-30 09:00:00,3.575,16.162956156798117,15.359148553247607,16.152975874489734,0.0,0.0,0.0
2018-11-30 10:00:00,3.6,17.35982321304581,16.32596526207619,17.347166554895125,0.0,0.0,0.0
2018-11-30 11:00:00,4.050000000000002,18.182451168178,17.1439367124984,18.16857776060864,0.0,0.0,0.0
2018-11-30 12:00:00,4.575,18.883795481538836,17.90434108377675,18.869294668899407,0.0,0.0,0.0
2018-11-30 13:00:00,5.15,19.465253024466094,18.565330138116103,19.450304813358503,0.0,0.0,0.0
2018-11-30 14:00:00,5.0,20.0105762586769,19.194988450083198,19.998489595262694,0.0,0.0,0.0
2018-11-30 15:00:00,4.525,20.352728716502817,19.820439875675746,20.34540298298504,0.0,0.0,0.0
